Vehicle_ID,GPS_Lat,GPS_Lon,Max_Speed_kmh,Harsh_Events
CAR-06 ,24.70786,86.251048,80,0
car-04,20.955558,84.016137,127 kmh,4
CAR-27 ,23.47,79.708186,84,3
CAR-02,20.25,73.738064,80,6
CAR 05,17.65,77.2555,57,4
 CAR-17,22.175935,87.437197,95,6
CAR 07,23.100184,82.8415,91,1
CAR-30,24.139511,77.78317,44,2
car-11,23.73,85.907095,178 kmh,5
CAR-02 ,22.46,79.26,138 kmh,4
 CAR-30,12.064662,72.7451,120 kmh,3
CAR-25 ,26.0109,74.297528,138 kmh,6
CAR-14 ,24.59,81.811376,159 kmh,2
car-10,27.6509,75.1665,64,6
CAR-22,18.03,81.4015,48,1
CAR-01 ,13.7139,82.314082,157 kmh,2
 CAR-04,26.2875,82.5395,60,5
CAR 20,14.59,82.68,137 kmh,4
CAR-12,23.59,87.36,72,4
CAR 16,18.37,74.8186,55,0
 CAR-08,13.0538,75.001586,143 kmh,3
CAR-18,24.1315,83.6676,91,6
car-22,26.7,73.25,74,4
 CAR-18,20.6745,85.854168,87,6
CAR-19,19.861,79.645863,83,3
CAR-12 ,12.893329,73.8322,59,5
 CAR-17,22.2053,79.691435,157 kmh,6
 CAR-18,17.82,84.7923,122 kmh,3
CAR-28 ,27.1922,86.015863,83,2
CAR-12 ,18.1277,85.85,63,2
CAR-17 ,22.1149,83.8,41,6
car-27,21.2105,75.0609,81,1
car-13,24.97,72.3857,94,3
CAR 04,18.806702,77.3881,177 kmh,5
CAR-14,26.3199,73.15,70,3
CAR-08,13.8574,72.714207,123 kmh,1
CAR-15,12.45,87.883099,68,1
car-12,24.497521,85.28,74,6
car-05,17.81,77.99,60,4
car-05,26.3735,75.651443,90,3
car-10,18.12,80.7514,120 kmh,6
CAR 12,27.095102,78.4249,162 kmh,4
 CAR-29,21.02,81.71,174 kmh,4
 CAR-28,21.81,79.68,75,3
CAR 09,12.39,73.553283,40,0
CAR 14,12.76,77.73826,149 kmh,3
CAR 06,12.305151,76.9569,171 kmh,3
CAR-29,12.350233,85.919096,84,1
CAR 04,23.413842,87.081164,69,3
car-25,12.29234,83.6397,148 kmh,3
car-13,15.18,72.868348,149 kmh,2
CAR 29,24.33954,73.6258,46,5
CAR 06,14.28,80.5903,176 kmh,3
CAR-30 ,19.781046,74.47236,129 kmh,2
 CAR-04,22.2689,87.25,65,3
 CAR-10,23.3978,85.6989,74,1
CAR 09,15.6207,73.88,121 kmh,5
CAR-04 ,17.2,84.163811,50,3
CAR 14,13.8183,73.26,179 kmh,6
CAR-28,26.92,81.1643,171 kmh,5
car-08,17.6774,81.5043,128 kmh,4
CAR-18 ,23.361833,74.02,90,4
CAR-11,16.059439,80.39,66,2
CAR-30,21.945661,73.29,123 kmh,6
car-10,21.0191,80.77,40,0
 CAR-23,18.4572,76.29,125 kmh,6
CAR-30,13.0734,72.409651,171 kmh,2
 CAR-07,14.832895,82.51,120 kmh,3
CAR-05,21.59,74.3354,53,0
 CAR-03,17.1265,83.3099,79,3
 CAR-22,23.9333,78.825,99,4
 CAR-04,15.174492,82.9197,67,5
CAR-03 ,27.59636,85.86,150 kmh,6
car-22,19.135486,81.729907,52,3
 CAR-18,22.0452,79.2063,132 kmh,1
car-28,20.85,82.98,52,2
CAR 28,27.66,77.18,172 kmh,6
car-23,13.302232,87.026216,66,2
CAR 28,19.997405,85.23,155 kmh,6
CAR 01,18.8153,86.47,77,6
 CAR-24,16.3644,78.95,69,3
car-14,24.9825,87.830509,149 kmh,4
CAR 27,12.580897,78.855492,139 kmh,2
CAR-20,25.47,72.912442,160 kmh,3
 CAR-13,27.6,74.710755,129 kmh,1
CAR-19,25.611902,87.07,92,1
CAR-25,14.037381,73.677198,121 kmh,4
car-21,19.698533,76.524754,142 kmh,6
CAR 06,12.717108,74.45,66,4
CAR-06,15.0093,87.061071,148 kmh,1
 CAR-26,12.03,73.61,128 kmh,2
CAR-09,20.69,82.633877,141 kmh,2
CAR-22 ,21.609058,75.684728,70,6
CAR-28 ,27.99,78.0207,47,0
car-08,18.5219,75.55,178 kmh,4
CAR-11,15.925943,75.73,131 kmh,2
CAR-19,21.9022,83.976715,135 kmh,0
CAR-03 ,15.1718,74.75,174 kmh,3
CAR-08,13.617934,86.3065,157 kmh,1
 CAR-08,14.117,79.2,88,2
CAR-23,24.53,74.235,89,2
car-19,18.32,77.97,165 kmh,2
CAR 06,22.065745,74.024799,93,4
CAR-25 ,25.2452,87.8275,131 kmh,0
CAR 03,15.2384,76.0547,70,2
car-05,21.83,73.5911,77,6
 CAR-17,19.383598,75.66,176 kmh,4
car-04,26.913175,80.39,93,1
CAR-07,12.58,83.08,122 kmh,6
CAR-11,17.44,74.729141,89,4
CAR-24,22.2964,72.2342,56,6
CAR-04,18.5741,81.82,130 kmh,4
car-26,12.89,73.456541,163 kmh,6
CAR 06,15.6325,85.88,139 kmh,0
 CAR-22,24.263274,76.302,151 kmh,2
CAR-06,27.639964,77.455762,90,2
car-26,23.0555,73.25,154 kmh,1
CAR 18,16.97,86.2398,40,0
CAR-05,27.817587,79.744601,139 kmh,0
car-04,19.07,72.1231,61,4
CAR 05,18.95,79.004463,97,5
CAR-17 ,13.16,85.5911,180 kmh,4
car-04,13.2618,83.026847,157 kmh,6
CAR-16 ,21.7649,75.05081,142 kmh,5
CAR 04,22.9151,82.87,62,5
CAR-30,14.826866,72.18,57,5
car-24,27.640505,75.51,77,1
CAR-19,16.942597,77.640311,144 kmh,3
CAR-21,26.56,73.640758,124 kmh,0
car-11,26.74,79.460638,55,0
CAR-14,12.93,77.7457,161 kmh,0
car-15,17.4933,86.29,64,0
CAR 13,13.671345,84.17,82,4
car-13,27.953602,80.8383,162 kmh,6
car-16,13.6404,73.173777,76,1
 CAR-05,19.14,84.452755,75,2
CAR-28 ,17.93,78.29,92,6
CAR 24,20.2419,82.883492,67,4
CAR 21,24.88,87.667748,147 kmh,3
CAR-15 ,13.0738,73.25963,128 kmh,5
car-16,20.440753,83.266089,167 kmh,3
CAR-26,13.4812,76.43,92,0
CAR-05,13.4162,78.24,95,3
CAR-22,13.639226,74.8952,136 kmh,5
 CAR-11,27.3102,72.21,170 kmh,4
CAR 24,13.6177,83.86177,100,2
CAR-13,18.957387,84.33613,180 kmh,5
CAR-10,14.95,75.67,138 kmh,3
CAR-13 ,13.65,80.9389,53,3
 CAR-15,26.524592,83.4386,93,2
CAR 08,21.59,81.7276,156 kmh,1
CAR 02,23.430205,73.2666,156 kmh,6
CAR 20,12.04,75.25,137 kmh,5
car-25,26.065,84.113326,67,2
CAR-22,19.11,74.1638,168 kmh,0
CAR 19,21.9931,76.7796,149 kmh,2
car-29,24.4481,82.6052,75,4
 CAR-18,16.066485,85.0272,47,2
CAR-22 ,20.99,79.6249,127 kmh,1
 CAR-01,17.965135,74.02,130 kmh,0
 CAR-07,19.0619,81.049871,85,2
CAR-12 ,27.848358,85.831793,176 kmh,5
car-29,25.522149,74.227748,88,6
 CAR-20,18.63,84.149459,175 kmh,5
CAR-16 ,17.67,72.2091,54,4
CAR-03,17.227836,82.894231,142 kmh,5
CAR 12,15.2417,79.7033,168 kmh,3
CAR-14,16.21,86.6552,177 kmh,2
CAR-03,19.29679,81.797937,129 kmh,2
CAR-16 ,24.2,85.591638,123 kmh,2
car-18,19.64,75.907068,180 kmh,0
car-19,14.352228,86.3621,55,2
CAR-29,19.7835,87.93,56,5
 CAR-10,16.3668,80.839755,134 kmh,6
CAR-18 ,13.78,79.96,135 kmh,0
 CAR-25,19.5047,73.570185,49,1
CAR 26,18.293599,83.53,92,1
CAR 12,13.5953,80.7857,131 kmh,5
CAR-18,16.9418,76.1,126 kmh,6
CAR-25,14.14,82.61,80,6
car-12,21.38,87.4002,139 kmh,5
CAR 12,12.080354,82.2425,77,2
CAR 20,27.7061,77.03,160 kmh,6
CAR-14,12.510047,84.25,56,2
car-30,16.2479,83.59,147 kmh,6
 CAR-07,21.4977,77.8034,133 kmh,4
car-06,13.618689,80.443789,95,0
 CAR-03,23.0493,81.944,131 kmh,2
CAR 10,13.463416,73.19,129 kmh,2
CAR 23,26.223465,84.302014,81,2
car-14,23.22,77.262,153 kmh,1
CAR-07 ,20.797,86.338,151 kmh,5
CAR-22 ,16.5781,78.3,84,3
CAR 03,24.1386,73.49,71,6
car-16,17.47,84.45,146 kmh,6
 CAR-27,18.810594,82.9866,61,0
CAR-25,12.647213,72.2475,156 kmh,5
CAR-21 ,15.0501,81.48,164 kmh,1
CAR-03 ,13.9099,80.272169,63,6
CAR-17 ,15.3896,74.498571,91,0
 CAR-03,13.0876,86.591875,173 kmh,4
car-27,17.077294,74.1557,155 kmh,4
CAR 09,17.97,82.143942,163 kmh,4
 CAR-02,25.1957,84.68,91,5
 CAR-04,23.9683,80.754944,129 kmh,1
car-21,26.12,85.67,122 kmh,3
CAR-14 ,28.0,73.5,145 kmh,0
car-18,25.248376,72.610151,180 kmh,4
CAR-27 ,23.33176,75.86,53,6
CAR-10,22.9133,84.1259,155 kmh,6
CAR-15 ,23.72,77.7721,171 kmh,4
CAR-18 ,21.78,74.018608,88,4
CAR-10,15.5966,83.02,136 kmh,2
 CAR-20,23.74502,80.587038,137 kmh,2
CAR-21 ,23.87,84.883501,70,4
CAR 27,14.2392,86.6005,124 kmh,3
CAR-21,22.661573,77.613758,122 kmh,2
CAR-09 ,24.44,72.688,61,4
CAR-23 ,19.7501,85.2615,155 kmh,6
CAR-15,22.4353,84.989302,148 kmh,0
car-19,12.37,76.44,173 kmh,5
CAR-16,16.137018,77.397127,134 kmh,4
CAR 02,24.17,76.1,160 kmh,0
 CAR-23,25.3741,83.11,130 kmh,3
 CAR-06,14.47,78.82,52,6
car-07,17.94,83.382751,136 kmh,1
CAR 26,18.383571,84.230076,148 kmh,2
CAR 04,13.98,77.93,142 kmh,5
CAR-15 ,24.08,72.104692,138 kmh,3
 CAR-08,27.018544,87.184015,167 kmh,3
CAR-30 ,18.69,74.455567,166 kmh,5
CAR-23,16.260559,79.847216,98,4
car-08,24.1828,81.0447,142 kmh,5
CAR-20,15.86,82.67,155 kmh,2
CAR 04,17.6085,87.3069,152 kmh,4
car-30,22.6324,77.319654,126 kmh,0
CAR 18,15.9,72.5687,137 kmh,6
CAR-01 ,18.3452,87.05,51,1
CAR-10,22.75,76.7906,75,5
CAR-04 ,18.8,76.3702,52,6
CAR-03 ,19.0371,79.076102,45,6
CAR-15 ,26.5038,84.704,175 kmh,4
car-08,26.8403,84.1849,54,6
 CAR-19,12.518472,82.097965,74,3
CAR 27,15.93,84.113795,89,4
car-15,16.6018,73.804611,125 kmh,4
 CAR-17,22.95,85.0507,76,3
CAR-29 ,14.27,72.1377,121 kmh,4
CAR-03,12.29,82.501477,122 kmh,3
car-06,18.2047,82.751613,139 kmh,4
 CAR-19,22.532509,85.6397,121 kmh,3
CAR-08 ,17.055667,79.09,69,3
CAR-26,14.567646,76.0109,153 kmh,0
CAR 16,24.33,78.94,140 kmh,5
CAR-30 ,23.16,78.54829,40,2
car-16,26.7134,78.340411,47,1
CAR 18,19.599473,82.92,146 kmh,1
CAR-24,17.75,84.521,177 kmh,5
CAR-13 ,27.7461,72.354864,147 kmh,4
CAR-02 ,14.44373,82.067235,133 kmh,5
CAR-14,21.156655,80.217231,61,6
CAR-01,15.2697,77.3,173 kmh,1
 CAR-18,24.471001,86.4742,84,1
CAR 11,23.92,76.71,147 kmh,6
CAR-10,26.237994,84.53,52,0
 CAR-06,27.850041,76.9096,176 kmh,1
CAR-20 ,14.5925,81.86,65,4
CAR 09,17.550921,84.566665,58,5
car-16,12.02,73.6272,160 kmh,0
CAR 02,23.0383,75.9,63,6
CAR-10,23.9505,75.77,173 kmh,4
 CAR-24,14.58,74.3779,46,3
car-12,19.139222,76.11,76,1
CAR-23,25.192577,80.670188,166 kmh,1
 CAR-23,14.2331,81.52,135 kmh,4
car-20,15.278935,79.831593,123 kmh,3
CAR 08,15.8527,80.61,160 kmh,0
 CAR-05,13.168258,73.4894,91,2
car-05,27.88,85.17,121 kmh,1
car-09,12.708832,74.047154,176 kmh,0
CAR-26,23.2347,84.3836,70,3
CAR-30,22.359025,84.9564,164 kmh,1
CAR-08,13.460394,82.067508,141 kmh,0
 CAR-03,15.0275,79.199565,92,6
CAR-23 ,21.45,75.96,61,4
CAR 17,22.4759,81.364309,134 kmh,3
 CAR-24,12.86,73.11446,43,0
car-25,27.580146,77.526851,133 kmh,1
car-15,23.482612,85.87,40,0
 CAR-04,25.318984,82.8794,78,2
 CAR-15,22.2,84.0814,179 kmh,4
CAR-08,27.55,84.8073,149 kmh,2
CAR-08 ,15.5013,83.229835,162 kmh,3
car-16,14.89,87.43,137 kmh,2
CAR-17,17.465112,83.98,167 kmh,4
CAR 08,13.233733,85.25,52,0
CAR-04 ,17.12,80.8389,136 kmh,6
CAR-05 ,21.348911,86.72,154 kmh,4
 CAR-06,26.8225,85.19632,87,5
CAR-13 ,25.9023,76.514364,140 kmh,2
car-26,20.14,79.8834,145 kmh,5
CAR 09,12.124813,75.129568,50,2
car-02,17.2813,86.960607,95,2
CAR 28,24.691318,75.86,134 kmh,2
 CAR-08,20.6455,76.1,150 kmh,4
 CAR-06,21.1,73.8341,172 kmh,3
CAR-15,25.6771,85.16,80,5
 CAR-15,14.976,86.471939,75,1
CAR 13,26.672249,86.810046,82,0
CAR-12 ,23.686805,75.3957,59,5
 CAR-13,17.87,81.76,146 kmh,1
CAR 09,12.4235,85.439748,174 kmh,5
CAR-21 ,27.602,84.557229,83,6
CAR-27,15.82,79.8534,130 kmh,6
CAR 10,24.36,80.78,95,3
CAR 10,17.542169,81.964981,82,1
CAR-25 ,21.15,72.2,128 kmh,0
CAR-22 ,12.614414,72.89,46,2
CAR-30,13.2506,74.23,177 kmh,3
CAR 23,20.2648,77.4053,72,4
CAR-12 ,23.568859,83.993017,173 kmh,6
CAR-20,16.68,72.54,125 kmh,0
 CAR-26,16.76,84.1067,159 kmh,1
CAR 25,19.53,78.88,50,2
CAR-21 ,25.55,83.69,55,3
 CAR-27,22.48,78.56,85,3
 CAR-07,16.008696,80.91,91,1
CAR 26,24.1504,83.456485,69,2
car-11,26.9367,77.229983,66,1
CAR-08,15.6448,73.568212,171 kmh,3
CAR-25 ,17.39,87.7834,121 kmh,0
CAR-06,18.784377,74.213655,59,3
car-15,15.9696,83.29,120 kmh,5
CAR-22,18.800119,85.8617,150 kmh,0
CAR-04,15.17,75.321632,75,0
car-19,23.0439,76.7351,132 kmh,6
CAR-08 ,27.1,78.33,177 kmh,1
car-14,19.682782,78.59,165 kmh,4
CAR-29,17.66,74.8438,41,0
car-15,27.87,86.1604,120 kmh,2
car-11,13.48,73.61889,92,0
CAR 27,26.416075,72.318724,55,3
CAR 09,17.8311,75.42967,77,4
CAR-19 ,19.99,73.1042,154 kmh,2
car-04,13.11,73.84,166 kmh,0
 CAR-21,23.74,78.0912,81,3
car-25,25.36,75.12,138 kmh,0
CAR-08,15.03,83.747,153 kmh,2
 CAR-23,23.446,76.7887,131 kmh,1
car-04,27.34,79.947841,139 kmh,6
CAR 01,27.283275,77.859483,135 kmh,5
CAR-02,24.471,85.75,164 kmh,3
CAR-24,19.27888,76.51,125 kmh,4
CAR 07,23.59,85.973171,100,1
CAR-19 ,12.621755,83.96,142 kmh,3
 CAR-26,27.12,76.9307,83,4
 CAR-13,14.272263,83.7118,180 kmh,6
CAR 07,15.09507,86.998848,128 kmh,5
CAR 22,14.48,80.1,59,1
CAR-15 ,20.769842,81.319094,55,1
 CAR-11,19.104767,83.787799,130 kmh,5
car-11,13.8495,87.787049,171 kmh,6
CAR-16 ,17.0408,73.74,170 kmh,6
CAR-02,23.270476,75.653644,87,3
CAR 30,27.2546,80.906009,52,2
car-21,17.8556,84.39,173 kmh,4
car-02,15.95,83.269,74,5
CAR 19,18.7506,74.4,82,3
CAR 29,18.753923,74.1635,81,2
CAR-01,13.161579,83.89,53,5
CAR-06,22.065198,86.105049,74,6
 CAR-28,23.826108,84.8105,172 kmh,5
CAR-06 ,23.0,86.73,145 kmh,6
CAR 23,26.77,78.5702,51,4
CAR-14,14.3,84.81,131 kmh,1
CAR 16,24.36,80.524303,70,5
CAR 17,16.752,82.6516,145 kmh,6
CAR-09,12.6213,79.658052,174 kmh,5
CAR-03 ,12.62,76.9,60,0
 CAR-18,23.6936,72.226319,156 kmh,1
CAR-01,19.764601,72.42,137 kmh,0
 CAR-02,13.3842,79.0813,97,0
CAR-03,24.2526,75.3878,64,3
car-06,12.083555,81.481608,55,1
car-21,14.840905,81.9322,142 kmh,2
 CAR-02,15.33,78.828823,61,6
CAR-26 ,12.238717,81.805,59,2
 CAR-26,15.617146,86.26,180 kmh,3
CAR-24,20.542877,72.388954,98,6
CAR 24,24.1501,87.52,120 kmh,4
car-20,19.88,79.835826,164 kmh,3
CAR-01,26.071834,86.63,164 kmh,3
CAR-28 ,19.06,79.385665,44,0
CAR-04 ,25.494386,76.353489,62,2
CAR-14 ,26.3,80.614963,134 kmh,6
car-03,12.605374,77.7034,64,4
CAR-22,23.4922,77.0515,78,3
CAR-04,19.57,84.2335,144 kmh,3
CAR-08,17.925115,75.519,64,1
CAR 03,14.410433,85.423017,176 kmh,2
CAR 16,17.49,82.62,50,6
CAR-12 ,16.1708,72.3,65,0
CAR-13 ,14.2059,87.2538,59,2
CAR-15,22.3945,74.9266,55,5
CAR-30,14.2,81.3484,167 kmh,0
car-16,13.06,78.21,157 kmh,2
CAR 06,22.0392,74.0413,95,5
CAR-16,27.91,72.29,99,4
CAR 06,15.825666,80.698599,89,6
CAR-19 ,13.9371,80.4,42,2
CAR 08,14.834086,74.24,126 kmh,2
CAR-20,21.1109,73.678142,69,2
CAR 11,13.33,75.633756,95,1
CAR 19,21.945718,85.349461,79,5
CAR-25,12.79,81.0254,99,6
CAR 06,12.860116,73.2373,50,4
CAR-12,19.384052,82.3791,92,3
car-18,26.063691,87.8927,164 kmh,5
car-20,27.73,73.885436,166 kmh,1
CAR 01,14.92,83.9078,86,5
car-24,15.93,87.569646,142 kmh,4
CAR-12 ,20.4753,77.74,72,4
CAR-01,19.182,85.162314,179 kmh,1
CAR-29 ,13.69,82.2148,65,4
CAR-17,27.43,81.56,58,0
 CAR-10,21.9144,78.944675,44,1
CAR-04 ,20.578914,86.0975,158 kmh,1
CAR-20,27.76,81.849957,135 kmh,3
CAR-14,24.59,72.504376,172 kmh,5
CAR-08,13.349659,85.174,81,2
CAR-11 ,18.128591,73.3088,144 kmh,2
CAR 13,13.32,79.85,155 kmh,4
CAR-09,20.56,87.6565,44,4
car-20,18.432339,83.171525,62,5
 CAR-24,16.020083,74.10434,144 kmh,5
car-18,20.98,85.73,145 kmh,2
CAR-14 ,14.4767,73.6252,98,0
CAR-19 ,27.35,77.3351,134 kmh,3
CAR-18,27.144255,80.4799,169 kmh,2
CAR 03,19.8864,72.814635,146 kmh,0
car-30,20.6123,86.0685,178 kmh,4
CAR-01,18.7689,82.88,86,2
car-22,21.216039,75.25,79,1
CAR 01,20.4411,79.17,66,4
 CAR-08,21.78,84.515,157 kmh,3
CAR-29,27.980833,86.05,129 kmh,1
 CAR-27,19.817256,83.9645,50,2
 CAR-23,12.46,75.024766,77,5
CAR-02,19.330596,86.505101,178 kmh,0
CAR 28,14.7666,79.9507,146 kmh,4
car-21,27.9088,77.92,50,4
CAR-09 ,14.867064,85.3802,144 kmh,6
CAR-30,22.1545,78.688681,94,3
CAR-08,26.6,72.1112,157 kmh,5
CAR 10,12.080062,87.339842,52,1
car-18,22.1199,85.655024,149 kmh,5
CAR 07,18.25895,80.6093,60,4
CAR 01,14.79,82.314,76,0
CAR-06,26.59917,81.35,54,3
CAR-28 ,21.201017,78.089387,51,4
CAR 03,21.917165,72.1,51,3
car-14,17.936,78.77403,180 kmh,6
 CAR-15,27.91,79.033,95,2
CAR 23,24.22,77.7381,145 kmh,1
car-09,17.514738,72.02,77,0
 CAR-06,20.313037,76.610526,179 kmh,1
 CAR-01,21.21,77.5618,86,0
CAR 29,23.9966,74.2298,53,6
 CAR-10,19.464683,82.5768,54,1
CAR-21 ,20.23,84.5554,72,0
CAR-20 ,13.9129,81.847819,143 kmh,4
 CAR-12,26.78,75.3605,121 kmh,2
CAR-16 ,24.0949,80.0832,93,3
 CAR-06,23.07,73.870654,139 kmh,6
 CAR-20,23.9,79.74,131 kmh,6
CAR-17 ,25.91,87.39,148 kmh,6
CAR-22 ,23.8883,79.77,98,2
CAR-19,14.65,74.042956,120 kmh,5
CAR 25,18.41,72.031084,121 kmh,3
CAR-16,12.961877,72.483301,76,4
 CAR-19,14.95,73.9432,171 kmh,5
CAR-12,25.491,87.9804,93,1
 CAR-17,23.081656,85.34252,95,4
car-10,15.94,72.18665,121 kmh,5
CAR-18,12.97,72.709298,139 kmh,3
CAR-22,27.546137,87.6994,88,1
CAR-23,26.52,82.9983,62,2
car-27,14.8,80.87025,140 kmh,5
 CAR-26,15.194081,81.736047,152 kmh,5
 CAR-02,19.1801,85.752648,50,2
CAR-18,20.529749,75.61,77,6
CAR 05,16.01,74.06,79,4
car-27,15.48,77.344311,42,3
CAR-29 ,12.11,76.450925,136 kmh,0
CAR-02,15.806878,83.89,177 kmh,2
car-19,23.2319,85.55653,49,6
CAR 28,23.0081,80.97,62,4
 CAR-09,17.36,81.6147,138 kmh,2
CAR-01 ,27.13,87.4,78,3
 CAR-30,22.45,84.096548,79,1
car-11,23.99,78.605304,85,6
CAR-04 ,24.02,79.45,81,3
CAR-13 ,23.1185,81.203008,63,1
CAR-24 ,24.87,83.2728,162 kmh,1
car-11,13.1389,80.076861,147 kmh,4
car-11,16.63,86.05,138 kmh,2
car-10,22.6373,79.24,171 kmh,5
CAR-09,23.75,84.108057,125 kmh,4
CAR 14,12.3091,74.06,52,2
 CAR-28,16.32,73.88,161 kmh,4
car-28,15.476069,80.2959,155 kmh,6
 CAR-21,26.734015,84.8122,49,1
CAR 06,17.83,79.5,42,5
CAR-15,19.681476,74.682244,162 kmh,4
CAR-05,23.584557,75.0941,92,1
CAR 19,20.2611,74.42,164 kmh,3
 CAR-29,14.847874,85.95,143 kmh,6
CAR 12,25.35,87.04,154 kmh,4
CAR 12,15.2349,82.78,51,0
car-04,24.0351,87.434,179 kmh,3
CAR-07 ,17.9295,76.56,42,3
CAR-01 ,12.54,73.76,126 kmh,6
CAR 28,19.067992,83.11,150 kmh,5
car-19,27.95,78.6869,154 kmh,2
 CAR-17,25.101489,82.46,81,1
CAR-16,27.44,76.374806,158 kmh,6
 CAR-19,25.162694,82.12,65,0
CAR-15 ,24.14,84.931731,145 kmh,3
 CAR-19,14.53,85.7214,136 kmh,5
 CAR-04,15.753696,83.359698,87,2
car-20,21.871773,81.8178,66,2
CAR-11 ,21.654791,82.52,164 kmh,0
car-02,24.691036,81.96,60,2
CAR-20 ,14.954663,83.8068,45,4
CAR-22 ,18.63,85.915797,122 kmh,5
CAR-25,23.263531,72.16,73,6
car-23,25.327608,78.740111,66,3
 CAR-26,16.305,86.4,180 kmh,1
 CAR-30,24.19,85.7106,134 kmh,1
CAR-20 ,14.8837,80.855494,154 kmh,5
car-12,17.54,80.2884,152 kmh,6
CAR-26,15.8271,83.637602,168 kmh,0
car-26,25.7322,77.74,93,3
CAR-23 ,16.6663,74.78,90,6
CAR-27,19.3481,81.19,149 kmh,3
CAR 16,25.941106,80.543992,171 kmh,0
car-19,17.623433,84.097569,97,0
CAR 03,14.9731,84.7161,146 kmh,5
CAR-22,26.497716,80.466088,87,3
CAR-04,15.36,75.26,148 kmh,4
 CAR-08,22.5475,82.9503,143 kmh,0
CAR-04 ,15.82,85.93,172 kmh,0
CAR 24,25.67,82.16,56,1
car-06,21.2,72.554306,99,1
CAR-08,20.644197,76.725629,133 kmh,1
CAR-07,23.94008,78.007478,133 kmh,3
CAR 10,17.6327,76.2583,68,2
CAR-20 ,15.92,73.8847,47,6
CAR 25,14.4163,86.114856,124 kmh,5
CAR 26,22.904148,80.329108,156 kmh,4
CAR 24,27.41,84.1837,148 kmh,5
 CAR-21,24.502333,87.97,97,6
CAR 17,27.531384,87.71,122 kmh,3
 CAR-12,20.17,84.7073,149 kmh,6
 CAR-29,24.6,76.68,74,6
car-04,16.34,77.77,131 kmh,5
car-30,13.19,87.0113,178 kmh,1
 CAR-02,22.85,84.438951,141 kmh,2
 CAR-07,14.687631,84.5185,171 kmh,0
car-10,24.914515,79.98,165 kmh,1
CAR-29,24.2901,81.075674,137 kmh,0
CAR-20,25.1034,75.77,53,2
CAR-08 ,18.587945,72.43,169 kmh,0
 CAR-17,12.5924,74.877275,162 kmh,3
CAR-17,12.35,86.7181,131 kmh,4
car-25,22.7072,78.235237,83,0
CAR 20,18.6482,80.02,157 kmh,6
CAR-11 ,23.295796,72.394551,99,1
CAR-13 ,12.034656,83.1733,86,3
car-15,18.63,79.365504,42,0
CAR 16,24.18,86.799325,158 kmh,3
CAR-17 ,22.6508,74.35473,156 kmh,3
car-30,18.870148,72.274597,53,4
CAR-14 ,17.63,83.6942,165 kmh,5
car-08,15.9147,73.70525,149 kmh,6
CAR 22,13.73,83.578012,130 kmh,3
 CAR-17,23.717518,85.481196,41,0
 CAR-04,15.48,75.0438,84,5
car-29,25.226206,85.9673,58,3
CAR 03,21.4681,86.76,91,0
 CAR-12,19.5,75.34,167 kmh,0
CAR-05 ,22.35,82.5,92,6
CAR-06,12.8588,80.97313,172 kmh,1
 CAR-17,25.136363,78.8374,40,5
 CAR-13,13.03,72.0422,121 kmh,2
CAR 18,21.54,86.6046,64,6
 CAR-23,16.9701,78.06,174 kmh,4
CAR-26 ,14.5473,75.44,138 kmh,1
CAR-03 ,18.1253,72.28,84,3
CAR-01,26.9481,87.23,93,0
CAR-10 ,21.01,78.0998,155 kmh,3
car-19,12.2047,76.97,131 kmh,5
car-21,16.9989,74.38,159 kmh,2
CAR-28,15.423641,74.56,147 kmh,5
CAR-05 ,17.038,79.789354,47,2
CAR-05 ,21.416093,84.6392,150 kmh,3
CAR 13,14.4,72.38755,89,2
 CAR-26,21.831872,73.85,132 kmh,6
CAR-16 ,16.8393,87.3758,84,5
CAR-25,16.149,72.626171,84,5
CAR-19 ,14.36,79.55,172 kmh,1
CAR-26 ,22.7198,77.17,83,5
CAR-17,26.055827,79.5925,98,2
car-19,17.59,81.2441,78,1
 CAR-11,21.992194,76.5509,151 kmh,1
 CAR-07,25.342747,74.902,80,6
 CAR-19,23.142493,87.8,151 kmh,3
 CAR-11,23.2075,77.306,180 kmh,0
CAR 09,23.260699,78.6062,96,1
car-07,13.744048,76.95,138 kmh,3
CAR-13,13.775616,74.43,93,5
 CAR-11,21.41,82.1003,137 kmh,5
CAR-09 ,15.697426,77.34,52,2
CAR-02 ,19.9269,75.5872,40,6
CAR-13,21.604462,80.260466,178 kmh,0
CAR-24,19.0825,79.4528,43,3
CAR 06,15.126757,84.2166,60,0
CAR-17,26.0156,85.210517,62,4
 CAR-14,22.44,84.13996,43,4
CAR 17,13.859286,81.087742,84,5
CAR-20,26.45,83.3337,125 kmh,2
car-11,14.323238,76.37,140 kmh,3
car-13,27.63,82.275856,80,1
CAR-13,18.24,87.10908,128 kmh,0
car-16,17.29,84.070794,148 kmh,1
CAR 01,18.16,87.099591,77,6
car-19,21.507,84.013119,71,2
car-21,17.34,80.97,97,0
CAR 20,19.962984,86.25,68,6
CAR-12,17.09,82.883707,153 kmh,0
CAR-15 ,22.2201,86.1822,57,1
car-09,18.444491,78.4338,141 kmh,4
CAR-04,22.3204,82.641569,146 kmh,6
CAR-09,25.7854,81.9,144 kmh,0
CAR 07,22.475714,82.0449,58,5
CAR-27,25.7772,79.23,97,2
CAR-29,21.01,74.76,128 kmh,3
